Program,HH_Composition,HH_Income,Housing_Cost,Education_Track,Gentrification,Graduated,Education_TrackY
Mixed - PH,4,41300,13836,,1,0,0
Mixed - PH,4,41300,13836,,1,0,0
Mixed - PH,3,31808,13836,,1,0,0
Mixed - PH,2,16380,15768,,1,0,0
Mixed - PH,2,13584,11988,,4,0,0
Mixed - PH,3,20408,13836,,4,0,0
Mixed - PH,3,20408,13836,,4,0,0
Mixed - PH,3,20408,13836,,4,0,0
Mixed - PH,2,0,15768,,4,0,0
Mixed - PH,2,18590,10968,,4,0,0
Mixed - PH,2,0,15768,,1,0,0
Mixed - PH,1,13975,11988,,4,0,0
Mixed - PH,3,23154,13836,,4,0,0
Mixed - PH,2,9092,15768,,1,0,0
Mixed - PH,4,38197,14772,,1,0,0
Mixed - PH,4,38197,14772,,1,0,0
Mixed - PH,2,6812,15768,,1,0,0
Mixed - PH,1,9839,9984,,4,0,0
Mixed - PH,3,18335,14772,,1,0,0
Mixed - PH,1,13520,9984,,4,0,0
Mixed - PH,2,19380,15768,,1,0,0
Mixed - PH,2,19380,15768,,1,0,0
Mixed - PH,1,24113,9984,,4,0,0
Mixed - PH,1,26539,9984,,4,0,0
Mixed - PH,2,14378,11988,,4,0,0
Mixed - PH,3,30101,15768,,1,0,0
Mixed - PH,2,36396,15768,,1,0,0
Mixed - PH,4,30906,15768,,1,0,0
Mixed - PH,2,12000,11988,,4,0,0
Mixed - PH,2,21561,15768,,1,0,0
Mixed - PH,4,2646,13836,,1,0,0
Mixed - PH,3,7748,13836,,4,0,0
Mixed - PH,2,28506,15768,,1,0,0
Mixed - PH,2,14040,15768,,1,0,0
Mixed - PH,2,17500,15768,,1,0,0
Mixed - PH,2,19227,15768,,1,0,0
Mixed - PH,3,18187,11988,,4,0,0
Mixed - PH,4,21979,13836,,1,0,0
Mixed - PH,2,12750,11988,,4,0,0
Mixed - PH,1,18200,10968,,1,0,0
Mixed - PH,2,21000,11988,,4,0,0
Mixed - PH,2,9636,15768,,1,0,0
Mixed - PH,2,8184,15768,,1,0,0
Mixed - PH,2,15808,11988,,4,0,0
Mixed - PH,2,36564,15768,,1,0,0
Mixed - PH,2,10868,11988,,4,0,0
Mixed - PH,2,18980,15768,,1,0,0
Mixed - PH,1,10192,10968,,1,0,0
Mixed - PH,4,2535,15768,,1,0,0
Mixed - PH,1,18616,15768,,1,0,0
Mixed - PH,2,16007,15768,,1,0,0
Mixed - PH,2,16007,15768,,1,0,0
Mixed - PH,4,5,15768,,1,0,0
Mixed - PH,4,29905,14772,,1,0,0
Mixed - PH,3,2190,15768,,4,0,0
Mixed - PH,2,17532,10968,,1,0,0
Mixed - PH,3,27439,15768,,1,0,0
Mixed - PH,3,27439,15768,,1,0,0
Mixed - PH,2,32396,12300,,4,0,0
Mixed - PH,2,22877,12300,,4,0,0
Mixed - PH,2,0,15768,,1,0,0
Mixed - PH,2,13453,10044,,4,0,0
Mixed - PH,2,17823,15768,,1,0,0
Mixed - PH,2,16542,11976,,4,0,0
Mixed - PH,3,2977,11976,,4,0,0
Mixed - PH,5,26270,13836,,1,0,0
Mixed - PH,2,9636,15768,,4,0,0
Mixed - PH,1,0,9984,,4,0,0
Mixed - RAD,5,22752,15144,,0,0,0
Mixed - RAD,4,23036,15144,,0,0,0
Mixed - RAD,4,34736,16932,,0,0,0
Mixed - RAD,4,34736,16932,,0,0,0
Mixed - RAD,4,98085,15144,,0,0,0
Mixed - RAD,4,98085,15144,,0,0,0
Mixed - RAD,4,98085,15144,,0,0,0
Mixed - RAD,3,11252,15144,,0,0,0
Mixed - RAD,3,12480,15144,,0,0,0
Mixed - RAD,3,12480,15144,,0,0,0
Mixed - RAD,3,21594,13308,,0,0,0
Mixed - RAD,2,8686,13308,,0,0,0
Mixed - RAD,2,9768,13308,,0,0,0
Mixed - RAD,1,28663,13308,,0,0,0
Mixed - RAD,3,30763,13308,,0,0,0
Mixed - RAD,3,30763,13308,,0,0,0
Mixed - RAD,3,30410,13308,,0,0,0
Mixed - RAD,3,30410,13308,,0,0,0
Mixed - RAD,2,18980,15408,,0,0,0
Mixed - RAD,2,18980,15408,,0,0,0
Mixed - RAD,5,8060,15408,,0,0,0
Mixed - RAD,2,11655,15408,,0,0,0
Mixed - RAD,6,0,15408,,0,0,0
Mixed - RAD,2,11800,13308,,0,0,0
Mixed - RAD,3,21795,15408,,0,0,0
Mixed - RAD,3,38451,15408,,0,0,0
Mixed - RAD,2,35620,15408,,0,0,0
Mixed - RAD,2,35620,15408,,0,0,0
Mixed - RAD,3,10447,13308,,0,0,0
Mixed - RAD,2,14207,15408,,0,0,0
Mixed - RAD,2,14207,15408,,0,0,0
Mixed - RAD,2,25067,13308,,0,0,0
Mixed - RAD,4,11721,15408,,0,0,0
Mixed - RAD,2,31564,13308,,0,0,0
Mixed - RAD,5,22048,13308,,0,0,0
Mixed - RAD,5,22048,13308,,0,0,0
Mixed - RAD,2,9636,13308,,0,0,0
Mixed - RAD,4,33768,15408,,0,0,0
Mixed - RAD,4,33768,15408,,0,0,0
Mixed - RAD,4,44915,15408,,0,0,0
Mixed - RAD,3,21096,13308,,0,0,0
Mixed - RAD,3,21096,13308,,0,0,0
Mixed - RAD,3,29682,15408,,0,0,0
Mixed - RAD,2,9396,15408,,0,0,0
Mixed - RAD,3,12416,15408,,0,0,0
Mixed - RAD,4,15420,13308,,0,0,0
Mixed - RAD,4,15420,13308,,0,0,0
Mixed - RAD,3,50850,15408,,0,0,0
Mixed - RAD,2,24877,13308,,0,0,0
Mixed - RAD,3,19002,13308,,0,0,0
Mixed - RAD,3,35854,15408,,0,0,0
Mixed - RAD,3,35854,15408,,0,0,0
Mixed - RAD,3,35854,15408,,0,0,0
Mixed - RAD,3,18980,15408,,0,0,0
Mixed - RAD,3,18980,15408,,0,0,0
Mixed - RAD,5,16900,15408,,0,0,0
Mixed - RAD,2,32635,13308,,0,0,0
Mixed - RAD,1,9765,13308,,0,0,0
Mixed - RAD,2,13943,13308,,0,0,0
Mixed - PH,1,12870,9972,,4,0,0
Mixed - PH,2,26818,11976,,4,0,0
Mixed - PH,2,25423,11976,,4,0,0
Mixed - RAD,1,12862,11076,,0,0,0
Mixed - RAD,3,26333,13308,,0,0,0
Mixed - RAD,2,18720,13308,,0,0,0
Mixed - RAD,2,9396,13308,,0,0,0
Mixed - RAD,2,8208,13308,,0,0,0
Mixed - RAD,2,17784,13308,,0,0,0
Mixed - RAD,2,33350,13308,,0,0,0
Mixed - RAD,2,11828,13308,,0,0,0
Mixed - RAD,4,42025,17232,,0,0,0
Mixed - RAD,4,42025,17232,,0,0,0
Mixed - RAD,4,42025,17232,,0,0,0
Mixed - RAD,2,14196,13308,,0,0,0
Mixed - RAD,4,45522,15408,,0,0,0
Mixed - RAD,2,32864,15408,,0,0,0
Mixed - RAD,5,19135,15408,,0,0,0
Mixed - RAD,5,25920,17232,,0,0,0
Mixed - RAD,5,25920,17232,,0,0,0
Mixed - RAD,5,25920,17232,,0,0,0
Mixed - RAD,5,25920,17232,,0,0,0
Mixed - RAD,5,30475,17232,,0,0,0
Mixed - RAD,5,30475,17232,,0,0,0
Mixed - RAD,5,30475,17232,,0,0,0
Mixed - RAD,3,0,13308,,0,0,0
Mixed - RAD,3,0,13308,,0,0,0
Mixed - RAD,6,0,17232,,0,0,0
Mixed - RAD,3,27478,15408,,0,0,0
Mixed - RAD,3,27478,15408,,0,0,0
Mixed - RAD,1,12480,13308,,0,0,0
Mixed - RAD,2,0,15408,,0,0,0
Mixed - RAD,2,0,15408,,0,0,0
Mixed - RAD,2,24394,13308,,0,0,0
Mixed - RAD,5,9876,17232,,0,0,0
Mixed - RAD,3,20202,15408,,0,0,0
Mixed - RAD,3,26372,13308,,0,0,0
Mixed - RAD,4,33590,15408,,0,0,0
Mixed - RAD,2,34632,13308,,0,0,0
Mixed - RAD,2,34632,13308,,0,0,0
Mixed - RAD,5,15231,17232,,0,0,0
Mixed - RAD,5,15231,17232,,0,0,0
Mixed - RAD,2,8569,17232,,0,0,0
Mixed - RAD,2,8569,17232,,0,0,0
Mixed - RAD,2,0,13308,,0,0,0
Mixed - RAD,4,0,17232,,0,0,0
Mixed - RAD,1,19986,13308,,0,0,0
Mixed - RAD,2,28150,13308,,0,0,0
Mixed - RAD,2,28150,13308,,0,0,0
Mixed - RAD,2,32400,13308,,0,0,0
Mixed - RAD,2,18248,13308,,0,0,0
Mixed - RAD,3,0,13308,,0,0,0
Mixed - RAD,3,32084,15408,,0,0,0
Mixed - RAD,3,18980,15408,,0,0,0
Mixed - RAD,3,18980,15408,,0,0,0
Mixed - RAD,3,18980,15408,,0,0,0
Mixed - RAD,2,9396,13308,,0,0,0
Mixed - RAD,4,29120,15408,,0,0,0
Mixed - RAD,4,29120,15408,,0,0,0
Mixed - RAD,3,26804,13308,,0,0,0
Mixed - RAD,3,20594,13308,,0,0,0
Mixed - RAD,4,14011,15408,,0,0,0
Mixed - RAD,3,38481,15408,,0,0,0
Mixed - RAD,3,14428,15408,,0,0,0
Mixed - RAD,3,14428,15408,,0,0,0
Mixed - RAD,3,14428,15408,,0,0,0
Mixed - RAD,4,35022,15408,,0,0,0
Mixed - RAD,3,26789,15408,,0,0,0
Mixed - RAD,3,26789,15408,,0,0,0
Mixed - RAD,4,35096,15408,,0,0,0
Mixed - RAD,3,8407,15408,,0,0,0
Mixed - RAD,2,26536,13308,,0,0,0
Mixed - RAD,4,34179,15408,,0,0,0
Mixed - RAD,4,34179,15408,,0,0,0
Mixed - RAD,3,15827,15408,,0,0,0
Mixed - RAD,3,15827,15408,,0,0,0
Mixed - RAD,4,20723,15408,,0,0,0
Mixed - RAD,2,7320,13308,,0,0,0
Mixed - RAD,2,38354,15408,,0,0,0
Mixed - RAD,2,38354,15408,,0,0,0
Mixed - RAD,2,25008,13308,,0,0,0
Mixed - RAD,5,29524,15408,,0,0,0
Mixed - RAD,5,29524,15408,,0,0,0
Mixed - RAD,5,29524,15408,,0,0,0
Mixed - RAD,1,29224,13308,,0,0,0
Mixed - RAD,3,17309,15408,,0,0,0
Mixed - RAD,3,17309,15408,,0,0,0
Mixed - PH,2,18019,11976,,4,0,0
Mixed - PH,3,22958,11976,,4,0,0
Mixed - RAD,4,24684,15408,,0,0,0
Mixed - RAD,3,19658,15408,,0,0,0
Mixed - RAD,4,29109,15408,,0,0,0
Mixed - RAD,4,29109,15408,,0,0,0
Mixed - RAD,5,44879,15408,,0,0,0
Mixed - RAD,2,29260,13308,,0,0,0
Mixed - RAD,2,29260,13308,,0,0,0
Mixed - RAD,3,30394,15408,,0,0,0
Mixed - RAD,3,30394,15408,,0,0,0
Mixed - RAD,3,40355,15408,,0,0,0
Mixed - RAD,3,40355,15408,,0,0,0
Mixed - RAD,2,28802,13308,,0,0,0
Mixed - RAD,5,14560,17232,,0,0,0
Mixed - RAD,5,4776,15408,,0,0,0
Mixed - RAD,5,20618,15408,,0,0,0
Mixed - RAD,5,20618,15408,,0,0,0
Mixed - RAD,4,21840,15408,,0,0,0
Mixed - RAD,2,27300,13308,,0,0,0
Mixed - RAD,2,23130,13308,,0,0,0
Mixed - RAD,3,24596,13308,,0,0,0
Mixed - RAD,3,10218,13308,,0,0,0
Mixed - RAD,3,17940,15408,,0,0,0
Mixed - PH,3,40259,11976,,4,0,0
Mixed - RAD,3,87748,15408,,0,0,0
Mixed - RAD,3,87748,15408,,0,0,0
Mixed - RAD,3,87748,15408,,0,0,0
Mixed - RAD,2,40018,13308,,0,0,0
Mixed - RAD,2,40018,13308,,0,0,0
Mixed - PH,1,15028,8568,,4,0,0
Mixed - PH,1,31199,8568,,4,0,0
Mixed - RAD,2,18980,13308,,0,0,0
Mixed - PH,2,38628,17784,,4,0,0
Mixed - Homeflex,2,16640,14184,,4,0,0
Mixed - PH,5,55741,17808,,4,0,0
Mixed - RAD,2,50922,13308,,0,0,0
Mixed - RAD,5,24732,15408,,0,0,0
Mixed - RAD,5,24732,15408,,0,0,0
Mixed - RAD,3,10592,13308,,0,0,0
Mixed - RAD,2,7748,13308,,0,0,0
Mixed - RAD,5,48988,17232,,0,0,0
Mixed - RAD,2,40191,13308,,0,0,0
Mixed - RAD,2,48911,13308,,0,0,0
Mixed - RAD,4,13798,15408,,0,0,0
Mixed - RAD,4,13798,15408,,0,0,0
Mixed - RAD,4,55605,15408,,0,0,0
Mixed - RAD,4,55605,15408,,0,0,0
Mixed - RAD,2,36120,13308,,0,0,0
Mixed - RAD,4,38550,15408,,0,0,0
Mixed - PH,5,55741,17808,,4,0,0
Mixed - PH,5,55741,17808,,4,0,0
Mixed - PH,5,55741,17808,,4,0,0
Mixed - RAD,2,9648,13308,,0,0,0
Homeflex,3,32380,12924,,4,0,0
Mixed - RAD,3,25133,15408,,0,0,0
Mixed - RAD,3,44980,15408,,0,0,0
Mixed - RAD,3,26296,15408,,0,0,0
Mixed - RAD,4,42712,15408,,0,0,0
Mixed - RAD,4,42712,15408,,0,0,0
Mixed - RAD,4,42712,15408,,0,0,0
Mixed - RAD,5,32651,17232,,0,0,0
Mixed - RAD,5,32651,17232,,0,0,0
Homeflex,1,31200,10764,,4,0,0
Homeflex,5,28830,14772,,4,0,0
Homeflex,5,28830,14772,,4,0,0
Mixed - RAD,2,38390,13308,,0,0,0
Mixed - RAD,2,28868,13308,,0,0,0
Homeflex,1,0,12864,,4,0,0
Homeflex,1,0,12864,,4,0,0
Homeflex,1,12041,12864,,4,0,0
Homeflex,1,0,12864,,4,0,0
Homeflex,1,16470,12864,,4,0,0
Homeflex,1,18135,12864,,4,0,0
Homeflex,3,23506,14772,,4,0,0
Homeflex,2,40820,12924,,4,0,0
AHA-Owned,3,4980,10116,,1,0,0
AHA-Owned,3,4980,10116,,1,0,0
AHA-Owned,1,22500,10116,,1,0,0
AHA-Owned,1,4980,10116,,1,0,0
AHA-Owned,1,22880,10116,,1,0,0
AHA-Owned,2,14820,10116,,1,0,0
AHA-Owned,2,34968,10116,,1,0,0
AHA-Owned,2,15600,10116,,1,0,0
AHA-Owned,2,15600,10116,,1,0,0
AHA-Owned,3,6480,10116,,1,0,0
AHA-Owned,2,22874,10116,,1,0,0
AHA-Owned,2,22874,10116,,1,0,0
AHA-Owned,4,8420,10116,,1,0,0
AHA-Owned,2,9492,10116,,1,0,0
AHA-Owned,2,17575,10116,,1,0,0
AHA-Owned,3,14786,10116,,1,0,0
AHA-Owned,1,10660,10116,,1,0,0
AHA-Owned,1,14820,10116,,1,0,0
AHA-Owned,2,9528,10116,,1,0,0
AHA-Owned,4,10217,10116,,1,0,0
Homeflex,2,9392,12384,,4,0,0
Homeflex,2,9504,12384,,4,0,0
Homeflex,2,19690,12384,,4,0,0
Homeflex,2,22597,12384,,4,0,0
Homeflex,2,20718,12384,,4,0,0
Homeflex,2,10140,12384,,4,0,0
Homeflex,2,9636,12384,,4,0,0
Homeflex,2,12744,12384,,4,0,0
Homeflex,2,19344,12384,,4,0,0
Homeflex,2,19092,12384,,4,0,0
Homeflex,1,14040,10764,,4,0,0
Homeflex,2,11659,12384,,4,0,0
Homeflex,2,10080,12384,,4,0,0
Homeflex,2,19563,12384,,4,0,0
Homeflex,1,13897,7476,NA,4,1,0
Homeflex,1,22267,10356,NA,4,1,0
Homeflex,1,22267,10356,NA,4,1,0
Homeflex,1,22267,10356,NA,4,1,0
AHA-Owned,1,10008,8532,NA,4,1,0
Homeflex,2,22464,10356,NA,4,1,0
Homeflex,2,22464,10356,NA,4,1,0
RADPH,1,12602,10596,NA,4,1,0
RADPH,1,13056,10596,NA,4,1,0
RADPH,1,13056,10596,NA,4,1,0
RADPH,1,12444,10596,NA,4,1,0
Mixed - Homeflex,1,14488,12384,NA,4,1,0
Mixed - Homeflex,1,14488,12384,NA,4,1,0
RADPH,1,12816,10596,NA,4,1,0
Homeflex,1,29801,9408,NA,4,1,0
Homeflex,1,29801,9408,NA,4,1,0
Homeflex,1,15600,10356,NA,4,1,0
Homeflex,1,20268,9684,NA,4,1,0
Mixed - PH,1,15734,11484,NA,4,1,0
RADPH,1,16224,10596,NA,4,1,0
RADPH,1,16224,10596,NA,4,1,0
RADPH,1,14424,10596,NA,4,1,0
Homeflex,2,23446,12384,NA,4,1,0
Homeflex,2,23446,12384,NA,4,1,0
Homeflex,2,23446,12384,NA,4,1,0
Homeflex,2,23446,12384,NA,4,1,0
RADPH,1,13824,10596,NA,4,1,0
RADPH,1,13824,10596,NA,4,1,0
Homeflex,1,21110,11796,NA,4,1,0
RADPH,1,14004,10596,NA,4,1,0
RADPH,1,14004,10596,NA,4,1,0
RADPH,1,15300,10596,NA,4,1,0
RADPH,1,13164,10596,NA,4,1,0
RADPH,1,12277,10596,NA,4,1,0
RADPH,1,11124,10596,NA,4,1,0
RADPH,1,17652,10596,NA,4,1,0
Homeflex,1,14927,11328,NA,4,1,0
Homeflex,1,16940,10584,NA,4,1,0
Homeflex,1,16940,10584,NA,4,1,0
RADPH,1,21111,10596,NA,4,1,0
RADPH,1,21111,10596,NA,4,1,0
Homeflex,2,11371,10356,NA,4,1,0
Homeflex,2,11371,10356,NA,4,1,0
Homeflex,2,11371,10356,NA,4,1,0
Homeflex,1,22906,10356,NA,4,1,0
AHA-Owned,1,21624,9660,NA,4,1,0
RADPH,1,16992,10596,NA,4,1,0
Homeflex,1,14508,10356,NA,4,1,0
Mixed - Homeflex,3,19752,12960,NA,4,1,0
Mixed - Homeflex,3,19752,12960,NA,4,1,0
Mixed - Homeflex,3,19752,12960,NA,4,1,0
AHA-Owned,1,17045,11112,NA,4,1,0
AHA-Owned,1,17045,11112,NA,4,1,0
Homeflex,3,37215,15900,NA,4,1,0
Homeflex,3,37215,15900,NA,4,1,0
Homeflex,3,37215,15900,NA,4,1,0
RADPH,1,23127,10596,NA,4,1,0
RADPH,1,23127,10596,NA,4,1,0
Homeflex,1,11988,7476,NA,4,1,0
Homeflex,1,16392,11712,NA,4,1,0
RADPH,1,13521,10596,NA,4,1,0
RADPH,1,18105,10596,NA,4,1,0
RADPH,2,19980,10596,NA,4,1,0
RADPH,2,19980,10596,NA,4,1,0
RADPH,1,28068,10596,NA,4,1,0
RADPH,1,16872,10596,NA,4,1,0
Mixed - RAD,2,37483,13080,NA,4,1,0
Mixed - RAD,2,37483,13080,NA,4,1,0
RADPH,1,11088,10596,NA,4,1,0
RADPH,1,11268,10596,NA,4,1,0
RADPH,1,16644,10596,NA,4,1,0
Mixed - RAD,1,15678,9768,NA,4,1,0
RADPH,1,11436,10596,NA,4,1,0
Mixed - Homeflex,1,13916,9996,NA,4,1,0
Homeflex,1,9812,9660,NA,4,1,0
RADPH,2,22509,10596,NA,4,1,0
RADPH,2,22509,10596,NA,4,1,0
RADPH,1,20508,10596,NA,4,1,0
RADPH,1,38988,10596,NA,4,1,0
RADPH,2,13796,10596,NA,4,1,0
RADPH,2,13796,10596,NA,4,1,0
RADPH,2,13796,10596,NA,4,1,0
RADPH,1,12220,10596,NA,4,1,0
RADPH,1,12220,10596,NA,4,1,0
RADPH,1,12220,10596,NA,4,1,0
Mixed - RAD,5,19708,12120,NA,4,1,0
Mixed - RAD,5,19708,12120,NA,4,1,0
Mixed - RAD,5,19708,12120,NA,4,1,0
Mixed - RAD,5,19708,12120,NA,4,1,0
Mixed - RAD,5,19708,12120,NA,4,1,0
RADPH,1,13200,10596,NA,4,1,0
RADPH,1,11292,9660,NA,4,1,0
RADPH,1,11292,9660,NA,4,1,0
Homeflex,1,16658,11364,NA,4,1,0
Homeflex,1,18135,9684,NA,4,1,0
Homeflex,2,13872,10356,NA,4,1,0
Homeflex,2,13872,10356,NA,4,1,0
Homeflex,4,17805,11712,NA,4,1,0
Homeflex,4,17805,11712,NA,4,1,0
Homeflex,4,17805,11712,NA,4,1,0
Homeflex,4,17805,11712,NA,4,1,0
Homeflex,2,12792,10356,NA,4,1,0
Homeflex,2,12792,10356,NA,4,1,0
RADPH,1,11556,10596,NA,4,1,0
Mixed - RAD,3,21204,13932,NA,4,1,0
Mixed - RAD,3,21204,13932,NA,4,1,0
Mixed - RAD,3,21204,13932,NA,4,1,0
Homeflex,1,18980,10356,NA,4,1,0
Mixed - RAD,2,17992,12120,NA,4,1,0
Mixed - RAD,2,17992,12120,NA,4,1,0
RADPH,1,10152,9060,NA,4,1,0
RADPH,1,11580,10596,NA,4,1,0
Mixed - RAD,5,38409,13608,NA,4,1,0
Mixed - RAD,5,38409,13608,NA,4,1,0
Mixed - RAD,5,38409,13608,NA,4,1,0
Mixed - RAD,5,38409,13608,NA,4,1,0
Mixed - RAD,5,38409,13608,NA,4,1,0
Homeflex,1,14268,11568,NA,4,1,0
Mixed - PH,2,26058,12336,NA,4,1,0
Mixed - PH,2,26058,12336,NA,4,1,0
Homeflex,1,18276,11712,NA,4,1,0
Homeflex,1,18276,11712,NA,4,1,0
RADPH,2,20724,10596,NA,4,1,0
RADPH,2,20724,10596,NA,4,1,0
RADPH,1,13536,10596,NA,4,1,0
RADPH,1,15141,10596,NA,4,1,0
RADPH,1,15141,10596,NA,4,1,0
Homeflex,1,10920,10116,NA,4,1,0
RADPH,1,11148,10596,NA,4,1,0
RADPH,1,15660,10596,NA,4,1,0
RADPH,1,14760,10596,NA,4,1,0
AHA-Owned,1,11028,9660,NA,4,1,0
Mixed - RAD,1,11760,9768,NA,4,1,0
Homeflex,2,24802,11712,NA,4,1,0
Homeflex,2,24802,11712,NA,4,1,0
Mixed - Homeflex,4,36655,11928,NA,4,1,0
Mixed - Homeflex,4,36655,11928,NA,4,1,0
Mixed - Homeflex,4,36655,11928,NA,4,1,0
Mixed - Homeflex,4,36655,11928,NA,4,1,0
Mixed - Homeflex,4,36655,11928,NA,4,1,0
Homeflex,1,15360,10116,NA,4,1,0
Homeflex,4,28435,14928,NA,4,1,0
Homeflex,4,28435,14928,NA,4,1,0
Homeflex,4,28435,14928,NA,4,1,0
Homeflex,4,28435,14928,NA,4,1,0
Homeflex,2,35360,12732,NA,4,1,0
Homeflex,2,35360,12732,NA,4,1,0
Mixed - PH,4,38362,10500,NA,4,1,0
Mixed - PH,4,38362,10500,NA,4,1,0
Mixed - PH,4,38362,10500,NA,4,1,0
Mixed - PH,4,38362,10500,NA,4,1,0
Mixed - PH,4,38362,10500,NA,4,1,0
Mixed - PH,3,37692,15000,NA,4,1,0
Mixed - PH,3,37692,15000,NA,4,1,0
Mixed - PH,3,37692,15000,NA,4,1,0
AHA-Owned,1,12423,8532,NA,4,1,0
AHA-Owned,1,12423,8532,NA,4,1,0
Homeflex,2,20592,11712,NA,4,1,0
Homeflex,2,20592,11712,NA,4,1,0
Homeflex,3,22099,12924,NA,4,1,0
Homeflex,3,22099,12924,NA,4,1,0
Homeflex,3,22099,12924,NA,4,1,0
Homeflex,3,22099,12924,NA,4,1,0
AHA-Owned,1,15024,8532,NA,4,1,0
AHA-Owned,1,15024,8532,NA,4,1,0
Mixed - Homeflex,3,31200,12120,NA,4,1,0
Mixed - Homeflex,3,31200,12120,NA,4,1,0
Mixed - Homeflex,3,31200,12120,NA,4,1,0
Homeflex,3,16837,11712,NA,4,1,0
Homeflex,3,16837,11712,NA,4,1,0
Homeflex,3,16837,11712,NA,4,1,0
Homeflex,3,16837,11712,NA,4,1,0
RADPH,1,10872,10596,NA,4,1,0
Homeflex,1,13487,11376,NA,4,1,0
RADPH,1,12530,10596,NA,4,1,0
RADPH,1,12530,10596,NA,4,1,0
RADPH,1,12300,10596,NA,4,1,0
RADPH,2,13740,10596,NA,4,1,0
RADPH,2,13740,10596,NA,4,1,0
RADPH,2,13740,10596,NA,4,1,0
Mixed - PH,2,15380,14028,NA,4,1,0
Mixed - PH,2,15380,14028,NA,4,1,0
Mixed - PH,1,18990,15360,NA,4,1,0
RADPH,1,13260,10596,NA,4,1,0
Homeflex,1,18580,7476,NA,4,1,0
Homeflex,1,18580,7476,NA,4,1,0
RADPH,1,12749,10596,NA,4,1,0
RADPH,1,12749,10596,NA,4,1,0
RADPH,1,13728,10596,NA,4,1,0
Homeflex,1,10980,9684,NA,4,1,0
Mixed - Homeflex,1,14311,12960,NA,4,1,0
RADPH,1,22752,10596,NA,4,1,0
RADPH,1,22752,10596,NA,4,1,0
RADPH,1,12984,10596,NA,4,1,0
RADPH,1,17580,10596,NA,4,1,0
RADPH,1,17580,10596,NA,4,1,0
Mixed - RAD,1,14699,8460,NA,4,1,0
Mixed - Homeflex,1,10586,9768,NA,4,1,0
Mixed - RAD,1,10008,9768,NA,4,1,0
Homeflex,1,12144,11568,NA,4,1,0
Homeflex,3,33261,12924,NA,4,1,0
Homeflex,3,33261,12924,NA,4,1,0
Homeflex,3,33261,12924,NA,4,1,0
Homeflex,3,33261,12924,NA,4,1,0
Mixed - PH,3,20029,13836,NA,4,1,0
Mixed - PH,3,20029,13836,NA,4,1,0
Mixed - PH,3,20029,13836,NA,4,1,0
Homeflex,4,25740,11712,NA,4,1,0
Homeflex,4,25740,11712,NA,4,1,0
Homeflex,4,25740,11712,NA,4,1,0
Homeflex,4,25740,11712,NA,4,1,0
AHA-Owned,1,16546,8532,NA,4,1,0
AHA-Owned,1,19891,8532,NA,4,1,0
AHA-Owned,1,19891,8532,NA,4,1,0
AHA-Owned,1,19891,8532,NA,4,1,0
AHA-Owned,1,15780,8532,NA,4,1,0
Homeflex,3,25632,10356,NA,4,1,0
Homeflex,3,25632,10356,NA,4,1,0
Homeflex,3,25632,10356,NA,4,1,0
Homeflex,3,25632,10356,NA,4,1,0
AHA-Owned,8,27207,16272,NA,4,1,0
AHA-Owned,8,27207,16272,NA,4,1,0
AHA-Owned,8,27207,16272,NA,4,1,0
AHA-Owned,8,27207,16272,NA,4,1,0
AHA-Owned,8,27207,16272,NA,4,1,0
AHA-Owned,8,27207,16272,NA,4,1,0
AHA-Owned,8,27207,16272,NA,4,1,0
AHA-Owned,8,27207,16272,NA,4,1,0
AHA-Owned,8,27207,16272,NA,4,1,0
RADPH,1,12192,10596,NA,4,1,0
Homeflex,1,19987,9468,NA,4,1,0
Homeflex,1,12266,10716,NA,4,1,0
Mixed - Homeflex,1,12604,9996,NA,4,1,0
Mixed - RAD,1,20367,10884,NA,4,1,0
RADPH,1,11700,10596,NA,4,1,0
Mixed - RAD,3,21758,12120,NA,4,1,0
Mixed - RAD,3,21758,12120,NA,4,1,0
Mixed - RAD,3,21758,12120,NA,4,1,0
Mixed - RAD,3,21758,12120,NA,4,1,0
Mixed - PH,4,44064,11484,NA,4,1,0
Mixed - PH,4,44064,11484,NA,4,1,0
Mixed - PH,4,44064,11484,NA,4,1,0
Mixed - PH,4,44064,11484,NA,4,1,0
Mixed - PH,4,44064,11484,NA,4,1,0
Homeflex,1,12931,10752,NA,4,1,0
Mixed - PH,2,17680,8544,NA,4,1,0
Mixed - PH,2,17680,8544,NA,4,1,0
Mixed - RAD,1,11700,9768,NA,4,1,0
RADPH,1,23328,10596,NA,4,1,0
Homeflex,4,25688,10356,NA,4,1,0
Homeflex,4,25688,10356,NA,4,1,0
Homeflex,4,25688,10356,NA,4,1,0
Homeflex,4,25688,10356,NA,4,1,0
Mixed - PH,3,18720,11988,NA,4,1,0
Mixed - PH,3,18720,11988,NA,4,1,0
Mixed - PH,3,18720,11988,NA,4,1,0
Mixed - Homeflex,5,27658,13932,NA,4,1,0
Mixed - Homeflex,5,27658,13932,NA,4,1,0
Mixed - Homeflex,5,27658,13932,NA,4,1,0
Mixed - Homeflex,5,27658,13932,NA,4,1,0
Mixed - Homeflex,5,27658,13932,NA,4,1,0
RADPH,1,15125,10596,NA,4,1,0
RADPH,1,15125,10596,NA,4,1,0
Mixed - RAD,3,14286,12120,NA,4,1,0
Mixed - RAD,3,14286,12120,NA,4,1,0
Mixed - RAD,3,14286,12120,NA,4,1,0
RADPH,1,12692,10596,NA,4,1,0
